url,title,text,age,city,status,body,zodiac,diet,facial hair,drinks,eye color,religion
http://providence.craigslist.org/msr/5417517262.html,my dream - m4mm,"
i have craving a group of men to unload everything they have in me
if anyone knows how i can accomplish this or participitate in this pleasw respond I really want this even if you can't get a group together i won't turn you down
I am very excited about doing this
",47,providence,,,,,,,,
http://providence.craigslist.org/msr/5422947325.html,Danielle,"
The one thing I have regretted all these years is I never told you how much you meant to me or how much I loved you. I think of you often.
",,providence,,,,,,,,
http://providence.craigslist.org/msr/5419393984.html,Florist - m4w,"
Attractive, successful, and generous, 43 year old white business man seeks non-pro for recurring get-togethers. Short women step to the front of the line.
",,providence,,athletic,,,,,,
http://providence.craigslist.org/msr/5395033045.html,Handyman - m4w,"
Do you have things in need of repair but cannot afford to hire someone to fix them. Perhaps we can make a deal.

Electrical, plumbing, carpentry, automotive, computers, household, etc.

",,providence,,,,,,,,
http://providence.craigslist.org/msr/5393085740.html,"Sexy TV seeks OUT, cool guy (or another TV) for LTR, NOT FWB! - t4m","
I have *ZERO INTEREST* in ANY of the below:
Married/Attached 
Not Out (as in IF we get into a LTR, I will not be ""hidden"".)
Uncut!! 
Non-White!! 
Real Hairy 
Not Height/Weight Proportionate (I have no problem with a ""few extra"", but we all know what ""h/w pro"" means.)
Drama/Head Games/Bullshit 

Also have impeccable personal hygiene, as I do, and be 100% disease free, as I am.
I am not into any kind of facial hair either.
Intelligence is a HUGE turn-on too!!

STRONGLY prefer that you do NOT smoke cigarettes!
Strongly prefer that you DO smoke weed. I do, and always will.
Strongly prefer that you DO drink alcohol, I do, and always will.
You MUST do one OR the other OR both! 

I am 49 (don't look like it, as I take care of myself and my skin- and certainly don't act it;)
I am NOT a 24/7 TV!
However, I am NOT a ""closet queen"". I go out as a girl... anytime, anywhere, I want.
I will et my B cups someday too.;)
I am a sexy TV.
I am a cute guy.
I am a girl for MY needs and MY pleasure... (and hopefully for YOUR needs and pleasure too!;)
Some guys think I am passable, some guys think I am not passable... that's life.

If you reply, please do so with an intelligent/informative email.
If you can't take two minutes to reply, don't bother.
Tell me what town/state you live in. I live in Exeter, RI, so keep that in mind.
RI, MA or CT can work, IF you are within 40 miles (or so) of me...

Of course we will trade pix. BUT, I am MORE concerned with WHAT you say and HOW you say it, then I am in a pic.
",49,providence,,average,,,,,,
http://providence.craigslist.org/msr/5418626241.html,ftm open to exploring - t4m,"
Ftm early 20s, white, post op top but original downstairs. Have been transitioned for two years and fully pass. 5'6"" overweight. Looking to explore. Only been with a few guys and hoping to meet someone that sparks my interest. Age, weight and race are not an issue. I'm laid back and open to new things. Clean and you should be too.
",23,providence,single,heavy,,,,,,
http://providence.craigslist.org/msr/5406652410.html,Naked by the fireplace enjoying the warmth - m4w,"
How would you like to spend the afternoon or evening naked, or close to it, sitting by the fireplace in my home, soaking up the warmth from the fireplace while enjoying a nice glass of wine, talking about whatever comes to mind, listening to soft music or watching a movie or two on the big screen tv? We can relax, hold, carress, stroke, and massage one another until we can't take it anymore and delve in to some hot passionate sex before the roaring fire. I haven't done this in a while but I'd like to do it again, and again and....well you get the idea don't you? If you're in need of a place to escape to so you can relax, get away from it all, let your hair down and enjoy yourself for a while without strings, hassles or pressures let me know. I have the desire, the time and the fireplace to entertain you and most of all the ability and sensibility to be very discreet if that's what you need. The perfect arrangement for a woman with needs and desires that are not being met!
",,providence,,,,,,,,
http://providence.craigslist.org/msr/5375387871.html,Bored? Stressed? Adventurous? Need someone discreet? - m4w,"
If you're a woman that works or lives in or around the East Greenwich / Cowesett area and are interested in an older, single, mature, clean, professional type gentleman that can respect your privacy and be discreet I can help. You can visit me at my place when you're in the mood, maybe on lunch break, or after work and before you head home, whether it be for a quick bedroom tryst, an extended visit for dinner or a cocktail, or just need a nice quiet place to escape to so that you can relax and have some fun without anyone bothering you. Bored wife or girlfriend, divorced, etc. I'm looking for one woman to entertain from time to time, so if you deserve it then why not give it a try, you just might like it and come back for more when you're in the mood and time is right!
",,providence,,,,,,,,
http://providence.craigslist.org/msr/5415835017.html,looking for long term polyamorous relationship - mw4w,"
Hello. We're a serious and stable couple looking for a another partner to love. Looking for that special person who is sensual and caring and enjoys sex but loves love. Both of us are very good in bed so there will never be any complaints in that department. Our primary focus is family. We both have children and it's not a problem if you do too. Non-smoker preferable. She's 29 and he's in his early 30s. He's a successful self-employed business owner and owns his own home. We both enjoy snuggling and spending time with each other. Looking for mid-20s to 30s but must be mature. Serious inquiries only and women only. Please put ""Be real"" in the subject line so we know you're serious.
",25,providence,,,,,,,,
http://providence.craigslist.org/msr/5375736449.html,Friends With Benefits - mw4w,"
Are you lonely? Stresses of the world getting to you? Let us pamper you with dinners, trips to wineries, and other activities. We are a professional, H/W proportionate, D/D free couple, looking for the same. Getting to know someone and enjoying their company is only the beginning. If interested and are between the ages of 21-45, contact us.
",,providence,,,,,,,,
http://providence.craigslist.org/msr/5408806564.html,Want to be spoiled? - m4w,"
Older divorced man looking for a nice young lady to spoil. You also get to hang out with me at my nice clean, comfortable home in a safe area, afternoons, evenings, weekends to get away and have a good time with me instead. WiFi, Internet, big screen TV's in every room, central AC, nice fireplace, nice backyard. NO DRUGS & NO DRINKING unless you're over 21. You're an adult so be treated like one. Here's your chance to have your own secret hideaway and get spoiled too!
",,providence,,,,,,,,
http://providence.craigslist.org/msr/5406031010.html,Any mature woman interested in exploring her sexuality - m4w,"
I know there are mature women out there interested in exploring their sexuality and wanting different experiences. Maybe they've had prior experience with a woman and are now missing the excitement they once had. Maybe it was sex with a woman or a couple so if that's you and you want to revisit those experiences and look for new ones with me I want to hear from you. Let's get together and find another woman like yourself to have some fun with, perhaps another couple for same room or same bed sex. The possibilities are out there, we just have to find them together. Let's do it and do it together!
",,providence,,,,,,,,
http://providence.craigslist.org/msr/5400103697.html,Looking for sissy - m4t,"
Looking for clean femme sissy that I can take out for dinner, drinks and then stuff my thick cock in your face afterwards. 

I'm Italian/German, pretty close to HWP (Got my winter weight ha-ha), dark hair/eyes, handsome, bearded late 30's - clean professional sane (enough) married, discreet.

Manscaped, thick cock, heavy shooter.
",,providence,married,hwp,,,,,,
http://providence.craigslist.org/msr/5398783869.html,attrative guy her im looking for ltr with a hot ts - m4t,"
I would love for a chance to get to know and become friends with a ts go out do things together maybe become more who know looking to take thing slow and see where they go send me a reply with pic I'll reply with pics cell and kik get back at me
",25,providence,single,athletic,,,,,,
http://providence.craigslist.org/msr/5363966161.html,dating? friends? go out - m4t,"
looking to chat with someone first then we could meet up or i can get you i drive and we could go out somewhere get drinks or whatever you wanted to do. im laid back relaxed down to earth. i have pics an kik that we can talk on or email works fine also. 

about me : white, athletic, masucline inshape.
",23,providence,,average,,,,,,
http://providence.craigslist.org/msr/5394765838.html,Looking for a great couple to date - m4mw,"
Hello, I'm looking to date a serious couple. I would like to find a fit attractive healthy couple that would like to do things both in and out of the bedroom. I like to do a lot of things and I'm very easy to get along with. I am drama free, very respectful and very fun. I look much younger than my age. If you want a fun-loving, very handsome, fit and very healthy Italian to play with and enjoy, then reach out to me and let's have A drink together. We have nothing to lose.
",50,providence,divorced,fit,♒ aquarius,,None,rarely,Brown,
http://providence.craigslist.org/msr/5390171358.html,Looking to date (no sex) - t4m,"
So i'm not usually good at these things. i'm an pre-op TS girl looking to date and see where things go. I'm ultimately seeking someone who wants a LTR but want it to happen naturally. I don't have much luck with men and in most cases I despise them. I'm looking for someone 24-34, handsome, and educated. Keep in mind i'm seeking EXACTLY what I posted so no ""is 45 ok?"" or ""i'm a little over weight"" BS because you'll just be wasting both our time. Email me with a nice message and if we hit it off i'll let you know more about myself and what i'm seeking over dinner or something fun. I don't want to go into details about myself just yet, but i'm attractive, intelligent, and easy going. Be kind, and respectful please.
",26,providence,,,,,,,,
http://providence.craigslist.org/msr/5367841779.html,Your Advantage - m4w,"
I have always wanted to be taken advantage of and totally violated by a girl. This would be for your entertainment as well as mine. You call the shots. Whatever you are comfortable with. I'm expecting to be taking out of my comfort zone. 

Please email if you are interested or have any questions.
",,providence,,athletic,,,,,,
http://providence.craigslist.org/msr/5386430310.html,Looking for other half,"
I'm single in my 40's Italian/Latino down to earth own my own place d/d and drama free and handsome just looking for a good woman some one to share my life with a hang out partner
Here's what i'm looking for
a non smoker 
good hearted person 
race or kids or age doesn't matter 
love big woman
",,providence,,,,,,,,
http://providence.craigslist.org/msr/5380578508.html,Dominate Woman submissive male seeking same - mw4mw,"
Dominate Woman and her submissive husband seeking another like couple for friendship .I am a Dominate Woman and I want my sub husband to serve another Woman.he has been properly trained to serve in every way.I expect him to show You how well I have trained him.You can dress him and discipline him any way You want,for Your amusement or displeasure in his response.he has the marks to prove his servitude .I will use Your male sub the same way.No sex and only straight couples need apply.We are in our mid 50s you be the same.Lets have a spanking New Year!
Mistress M and pup
",55,providence,,,,,,,,
http://providence.craigslist.org/msr/5384045762.html,Looking for someone in the same boat - m4w,"
Hi, I'm just wondering if there are any lonely married women out there who might need some company. I am a lonely married white male. I am not looking to change my situation or yours, I just need someone to talk to once in a while. Maybe go for a walk or a drink with. If you are interested, send me a message.
",46,providence,,,,,,,,
http://providence.craigslist.org/msr/5383606399.html,Eclectic Romeo Seeking Juliet - m4w,"
I am a married professional that is seeking that special relationship with someone that might be in mundane, routine scenarion that would like to reignite that passion. This could be like a Disneyland relationship where we feel like we are on vacation when we are together and also realizing that we have responsibilites when we are apart. Wouldn't it be nice to anticipate our next conversation on the phone or getting our palms sweaty as we wait for the next time we are together. 
I am also into classic comedy and very much involved in the world of aesthetics and the arts. If you like that type of guy who has both the corporate mind and artist mind and can turn each one on and off at any time,please contact me.

While I am very much inshape, I do not expect everyone to share in that passion. That being said, I am seeking someone that is presentable, d/d free and enjoys a good laugh. If the chemistry is right, we can mutually take it to the next step
",46,providence,married,athletic,,,,,,
http://providence.craigslist.org/msr/5342713083.html,Seeking fit woman for SD/SB relationship - m4w,"
Tall good looking man seeks beautiful super fit woman for SD/SB relationship.

Please send:
* picture
* brief description of your situation
* your expectations

",55,providence,,,,,,,,
http://providence.craigslist.org/msr/5382351874.html,bi cpl seeking a bi or bi curious woman - mw4w,"
we are a bi cpl,seeking a cpl with bi f or a bi woman,we are female 50 and male 62,we can host but day times only,we have pixs to trade,we are real and dte,d/d free ,ask any question it will be answered,thanks
",50,providence,divorced,curvy,,,,,,
http://providence.craigslist.org/msr/5345679116.html,Man Seeking Woman for Cuddling - m4w,"
I am looking for someone interested in doing some cuddling and possible caressing. I am in serious need of some loving affection. Will exchange photos on request.
",53,providence,,,,,,,,
http://providence.craigslist.org/msr/5378389404.html,Married or Attached ? - m4w,"
I'm married with kids ,48, handsome, fit, athletic, dress well, always try to look my best, know how to treat a lady and I'm fun to be out with. I'm looking for a younger, but mature lady that is married or attached for discreet fun times...dinner, movies, drinks, nights out on the town etc. I'm not looking for a one night stand. I'm looking for someone to accent my life, not change it, so please be in a secure relationship. I will respect your privacy at all times and I expect the same in return. If you're contemplating enhancing your life without disrupting it, then lets talk.
",48,providence,,,,,,,,
http://providence.craigslist.org/msr/5336637246.html,Lookin For in shape couple - m4mw,"
Im horny all the time lookin for a couple to sleep with watch me fuck your wife while your doing as you please lmn available most the time days are best
",,providence,,,,,,,,
http://providence.craigslist.org/msr/5377619656.html,Long Term Relationship - m4m,"
I'm looking for a Long Term Relationship with someone in the Rhode Island area! Please be between 35-60 and have a good Head on your shoulders! I'm not looking for sex or a one night stand and please be employed as I am! If you're interested in someone of quality and are serious about getting to know each other leave me a message! Maybe we can meet up for Lunch , Dinner or just Coffee!❤️
",54,providence,single,average,,,,,,
http://providence.craigslist.org/msr/5375721352.html,Long distance? - m4t,"
I'm a smart & good looking 26 year old looking for friendship and a potential relationship. I live in boston & have a great career, but I'm missing someone special to share my time with. I'm the masculine, quiet, thoughtful type and get along with all kinds. I can find the fun in anything, and enjoy cuddling at home as much as getting outside or going out at night. In case it matter, I'm more of a bottom - if you are too, I'd still love to be friends.

I don't have any one type, so send me a message with a picture & tell me about yourself!

No picture, no response.
",26,providence,,athletic,,,,,,
http://providence.craigslist.org/cas/5437449285.html,looking 4 right now,"
tall horny in shape 8c
seeking clean fun horny friend
for safe clean encounter
right now
can host in prov e side
send your pic
",35,providence,,,,,,,,
http://providence.craigslist.org/cas/5437447155.html,Looking for someone to watch - m4w,"
Looking for a girl to watch me play with myself, could possibly lead to more.


Your age and looks do not matter. Hit me up if you would be interested in this sort of thing
",25,providence,,athletic,,,,,,
http://providence.craigslist.org/cas/5437410093.html,BI MALE - m4mw,"
LOOKING FOR FUN OLDER COUPLE TO PLAY WITH BE SANE AND FUN OPEN IN PROV SO BE CLOSE CAN TRAVEL OR HOST . TY
",40,providence,single,thin,,,,,,
http://providence.craigslist.org/cas/5437418553.html,Get you high 420 fool around - m4w,"
I am looking to smoke some 420 and fool around. Are you? I'm not picky about age-race-looks. I'm 35 years old, 6'2, tall, quirky and cute, I can host in my private studio in Providence, or I can come to you. I have tattoos, am clean, white, have dyed hair, and am disease free. Describe myself as the arty/nerdy type. Let me know if you want some stoned fun. Have pics to trade. �
",35,providence,,average,,,,,,
http://providence.craigslist.org/cas/5437375401.html,looking to eat 60yo and older pussy - m4w,"
GOOD LOOKING CLEAN AND DISCREET 50YO WHITE GUY WHO JUST LOVES TO EAT PUSSY & ASS...LAY BACK AND RELAX AS I LICK AND SUCK YOUR CLIT & HOLE TILL YOU CUM ALL OVER MY TONGUE AND LIPS ANY RACE ..ANY AGE FROM 60to 90,,,ANY SIZE WOMEN...JUST BE CLEAN AND DISCREET AND LOVE HAVING YOUR PUSSY& ASS WORSHIPED TILL YOU CAN'T CUM ANYMORE
",50,providence,,,,old pussy,,,,
http://providence.craigslist.org/cas/5437344851.html,Horny as fk!! Wanna play!! - m4m,"
I am a white married clean and discreet guy who woke up rock hard and looking to play w someone this morning!!! I love role play and being dominant!! Get back ASAP w age stats and pic!! Be real too please!!
",38,providence,,average,,,,,,
http://providence.craigslist.org/cas/5437351401.html,anyone hosting blow and go near pawt? - m4m,"
53 mwm looking to receive a blow and go . Disease free u be to. U must host. Hit me up with stats and location. 5ft 5 200. .Nsa.
",53,providence,,,,,,,,
http://providence.craigslist.org/cas/5437429971.html,Looking To Suck Older Can Host - m4m,"
Hello bi divorced 36 white 5/7 240. I am heavy set but not obese at all and moderately hairy 6 inch cut and trimmed. Looking for someone 50 or older married preferred and white. I am extremely clean and discreet if interested please be the same and showered ready. I like to suck and get sucked. I am looking to host now with NSA get off and go. Please be real and no endless emails thank you. Also I don't mind making out a little bit but only if the situation is right and feeling comfortable. Please leave stats and where you are from thank you this will help speed up things and yes I have pictures.
",36,providence,,,,,,,,
http://providence.craigslist.org/cas/5436659485.html,looking.... - mw4m,"
hi, yonger couple here 22/23 looking for a male to join us. nobody over 28. please email or more details and what you are looking for, looking for soon so let me know!
",,providence,,,,,,,,
http://providence.craigslist.org/cas/5413471926.html,Searching for the rare long lipped vagina.. - m4w,"
I'm searching for something that seems to be rare. I like women with large lips or large clits. In the past 25 years, None of the girls I have met had something similar to what is pictured below. I love this type and want to experience it again. 

If you have something like these pics below, send me a few pics and show me what yours look like. Maybe we could meet and I could enjoy them in person!!
",49,providence,,,,,,,,
http://providence.craigslist.org/cas/5437423350.html,GLORYHOLE OR DARK PLACE TO GIVE A BJ? - m4m,"
SHY GUY LOOKING FOR A PRIVATE GLORYHOLE OR DARK PLACE TO SUCK MY FIRST DICK. ALWAYS WANTED TO TRY BUT TO SHY AND NERVOUS TO MEET. HAS TO BE VERY DISCRETE AS I KNOW ALOT OF PEOPLE AROUND TOWN. IM 30 WHITE 5'9"" 180LBS. NEVER GOT CUM IN MY MOUTH BEFORE BUT I CAN TRY. PICTURES A MUST TO MEET
",,providence,,,,,,,,
http://providence.craigslist.org/cas/5429928795.html,Looking for Senior WM 50-75 - m4m,"
WM looking for ONE non smoking str8 wm that would like regular long term oral servicing to completion. Recip not wanted or expected. You must HOST, have flexible daytime hours, be sane, shower clean, respectful ( verbal a plus), and capable of a lasting erection. Just sit back and relax. Small cock is fine. Married fine. I am looking for one person regular, and dependable. If you cannot be what I am looking for, PEASE do not waste our time. Very discreet you be too. You are reasonable HWP( some belly ok),DDF, gl, and have the ability to HOST. No cars, garages, woods or vans.
Please reply with stats, location and availability. No 1 line answers, tell me about yourself. This is a serious request, please be the same in your reply.Put"" your location "" in your subject block, or your reply will be deleted. Prefer Coventry, WestWarwick, Warwick, West Greenwich, NK, Cranston, Exeter. No drinkers

Thanks
",61,providence,,,,,,,,
http://providence.craigslist.org/cas/5433629012.html,Looking for that sexy 3rd - mw4w,"
Looking for an attractive, fit to average body type woman who's 30s or 40s with size b or bigger. 

We are an attractive, outgoing and fun to hang out with couple in our 30s who are very in love (so no drama). She is short, blonde, submissive, and nice ass. He is tall, trimmed beard, well groomed, and dominant. We are open to anything from just hanging out nothing sexual, you watching us have sex, oral, and/or maybe sex. We are clean, very respectable, disease and drug free, but don't mind if you are 420. 

We'd probably meet for a drink to see if the chemistry is there. Not into photo swapping pics. We are attractive and hope you are too. 

Email back with your fav color in the subject so we know you're real. Must phone verify. No men. 
",30,providence,,average,,,,,,
http://providence.craigslist.org/cas/5437363676.html,bored let's text - m4w,"
So5 bored0 and8 lonely5 on6 this7 sunday9 night6 please0 text4 me pretty please talk soon
",,providence,,,,,,,,
http://providence.craigslist.org/cas/5437411105.html,Pawtucket - m4w,"
I'm looking for someone around 18 years into 50 year old man I'm down for anything
",,providence,,,,,,,,
http://providence.craigslist.org/cas/5437396330.html,Looking for WM 55+ - m4m,"
WM looking for ONE str8/bi WM that would like to relax in your favorite chair and receive regular servicing to completion once of twice a week. Size does not matter. Married OK. You must host, be sane, shower clean, especially if uncut, respectful ( verbal OK), and capable of a lasting erection and STD/HIV free. I am looking for someone regular, and dependable. I have flexible time, so do you, daytime is best. Very DISCREET, you be too. You are reasonable HWP, not obese, gl and have the ability to host in comfort, in your home or apt. Prefer Kent County area or NK
Reply with your stats, location and what you are looking for. One line answers will be deleted. All serious replies answered. This is a serious request, please be the same in your reply. A FEW emails to exchange info is all we should need to get this started. Put"" Regular "" in your subject block to weed out spam. Let's have fun! 

Thanks
",62,providence,,,,,,,,
http://providence.craigslist.org/cas/5428450406.html,Big Pretty Black BBW Wanted - m4w,"
Hi searching for a local, pretty black BBW or SSBBW for nsa fun, not a 1-niter , but fwb long term I hope 
I am single, white male looking for a female,, mature,,D+D free, laid-back employed and educated, nice and a gentleman
I enjoy many things but let's start with some chat and share pictures, there has to be attraction for both of us, then good chemistry
Lets please put in pretty bbw in subject to try and avoid spam
have a great day
please don't flag psoting
the picture is taken from the internet as an example only
",53,providence,single,hwp,,,,,,
http://providence.craigslist.org/cas/5437354820.html,EATING ME..YUM!!!! U host.. - m4m,"
I'm a yummy snack...!!!..,...love my cock and bum eatin"". ..poppers. .,porn can't host.,,only cranston. warwick. providence 5-2 120 6cut. .,.tan and tats"" ..reply with phone..I'll send 1 pic....don't want to.play around all day.,,let's do this,,,EAT MY COCK..AND YUMMY CLEAN HOLE...TRYING...BUT VERY LIMITED...I CAN MEET YOU NEAR AIRPORT...THEN BACK TO YOUR PLACE OR OUTSIDE...
",32,providence,single,athletic,,,,,,
http://providence.craigslist.org/cas/5432088572.html,Do all women charge for hj's these days? - m4w,"
Just a general observation because seems like every ""woman"" on cl is either bot or spam or a hooker which is kind frustrating. NO I'm not looking specifically for an ""hj"" but I mean come on, we're adults, and whatever happened to just meeting up for some cocktails, flirting a lot, maybe having one too many, having a woman come back from the ladies room with an extra button or two open, and then just fooling around a bit out in the parking lot before heading our separate ways? I guess I'm just hoping there's a WOMAN (not guy, tranny, bot, hooker) who says ""hey that sounds kind of naughty and fun so let's meet up"". Ho hum. Love sexy women under 50 so let's grab some drinks and flirt
",40,providence,,,,,,,,
http://providence.craigslist.org/cas/5433031809.html,Wear low cut top and I'll buy the drinks - m4w,"
Is it just so wrong that a robust, healthy, virile guy enjoys taking in the view of some really nicely displayed cleavage while sipping on a couple of cocktails on a cold winter evening? If you're willing to show the cleavage I'm willing to buy the drinks. Under 45/cute/sexy/and intelligent enough for good conversation and witty humor please reply with pic and details
",40,providence,,,,,,,,
http://providence.craigslist.org/cas/5432247748.html,MFM Fun - m4mw,"
Bi male looking for a couple to have some daytime fun with .. Discreet, safe and sane
",47,providence,,athletic,,,,,,
http://providence.craigslist.org/cas/5402181717.html,Seeking a Sexy BBW for Weekend Fun - m4w,"
Hi, it's the weekend and would like to find a nice BBW for sum adult fun, conversation, wine, massaging and tlc. I can host if needed. Safe , sane D+D free, laid-back, educated and employed, would prefer long term FWB , but one nite could work also
I have pics to share, can email or text.
Male looking for female-BBW, picture is from the internet, please do not flag posting
Put BBW in subject to avoid spam
Have a Good One
",50,providence,single,athletic,,,,,,
http://providence.craigslist.org/cas/5437400775.html,I Need a Bowjob This Morning (travel/host) - m4m,"
I am looking to lay back and have a hungry cocksucker take his time exploring my cock and balls until I explode in your mouth.

Str8, forty seven, 5' ten, 2 forty five, nice hard cut 7"" cock

Can travel or might be able to host
",,providence,,,,,,,,
http://providence.craigslist.org/cas/5437397981.html,Fuck n suck - m4mw,"
Bi gentleman looking to be videoed while sucking and taking a load or fucking and blowing a load
",47,providence,single,average,,,,,,
http://providence.craigslist.org/cas/5430572074.html,Two Jocks for Smoke Show Pegger - m4w,"
We are two jocks. Both about 5'8"". Both hung! Both very clean, normal, and fit. 

We seek a kinky HOT WOMAN who is into pegging. To be clear on what we think is hot:

Ages 30-40s
In very good shape (expect to show a clear full pic of yourself)
No face pic needed at this time. 
We will most def voice v. 
Banging ass to the front of the line. 

The plan is for laid back 3-way fun w you pegging that ass you see in the pic. 

All limits respected. Please, if you send the one-word responses it will go bye bye. 

Ask serious questions and be serious about playing and we may just have some fun. 

THIS IS NOT FOR GUYS!!!
",,providence,single,athletic,,,,,,
http://providence.craigslist.org/cas/5437349213.html,oral and mutual masturbation - m4w,"
I am 40 consider myself good looking in shape and am looking for some oral release and maybe watch you play with yourself? If this is something you can help me with get back to me. I can help you with flowers thanks
",40,providence,,athletic,,,,,,
http://providence.craigslist.org/cas/5437394327.html,Married man seeking some fun nsa - m4t,"
I am a married man looking for some extra fun i am looking for some side action

Must be 
Dd free

I am into boots.leather.latex.
I love a guy to dress in these it gets me off

I can host also looking for late night action ..

Please send pics an stats
So i can see what you look like

My cock awaits
",,providence,,average,,,,,,
http://providence.craigslist.org/cas/5437394229.html,Cub Bottom for Older Daddy - m4m,"
Discrete bi guy here looking for some fun today. Cant host here, need to travel. More sub bottom guy love sucking and want a good fucking. Only looking for safeplay. 5'6 twohundred 6c. hit me up looking for soon.
",25,providence,,,,,,,,
http://providence.craigslist.org/cas/5431958605.html,IM A DISCREET COCKSUCKER HOSTING FOR MARRIED/ STR8 - m4m,"
HEY! IM LOOKING TO SUCK SOME STR8 COCK TODAY AT MY PLACE.. VERY DISCREET DISEASE FREE... CUM OVER GET OFF THEN LEAVE...... LOOKING FOR MARRIED OR STR8 CURIOUS GUYS UNDER 45 INSHAPE.... HIT ME AN EMAIL FOR INFO.. PIC A MUST TO MEET UP.. IM 5'9"" 175 BR BL GOOD LOOKING. ORALLY TALENTED.. UNDER 40 PLEASE SEND STATS AND PIC IN FIRST EMAIL...
",38,providence,,athletic,,,,,,
http://providence.craigslist.org/cas/5437384338.html,Looking for an oral expert,"
Easy going sort clean discreet ..HWP ...love to be slowly sucked edged etc....
looking for someone who enjoys sucking and partying
",,providence,,,,,,,,
http://providence.craigslist.org/cas/5410310302.html,CUM JERK OFF FOR ME AT MY PLACE - m4m,"
CUM OVER TO MY PLACE RIGHT NOW AND JERK OFF FOR ME I WANNA SEE U CUM ALL OVER MY FACE... MORE IF U WANT... VERY DISCREET SAFE PLACE PORN IS ON AND I AM WAITING FOR YOU.. UNDER 40 PLEASE PIC IN FIRST EMAIL... AGE STATS ALSO... IF ADD IS UP IM STILL LOOKING
",40,providence,,athletic,,,,,,
http://providence.craigslist.org/cas/5437344224.html,PLAY. MEN. - m4m,"
Regular guy, very CLEAN CUT ,HYGIENIC, DECENT LOOKS BEEFY ALMOST SEVEN CUT THICK COCK five six SOLID MUSCULAR BUILD. DDF. VERSATILE BOTTOM ,LOOKINF FOR COMPANY SAME AGE MAN ,FIT, CLEAN,DDF ,FRIENDLY,,,,, WANTING TO HOOK UP AND PLAY. MASC , NOT INTERESTED IN MARRIED MEN. PIC STATS WITH YOUR REPLY. THANKS. TX. FOR ZERO ONE TWO EIGHTY,SEVENTY NINE SEVENTEEN.
",47,providence,,,,,,,,
http://providence.craigslist.org/cas/5406690069.html,East Providence boys- rubdown w/ happy ending - m4m,"
Where are all the East Providence boys that are horny n need some mind blowin head? I'm a good lookin, laid back, masculine,cool, 420 guy. Im 5'9"", 165, br.hair (military cut), green eyes , hairy chest and 6.5 cut n pretty thick. I'm looking to give some great head to a good lookin guy(s). I'm into oral esp giving, body contact....love to massage an in shape dude, kissing makes me mad horny and I'm a tight ass bottom! I'm into younger guys, skater boys, skinny guys, average guys....and those boys that sag those pants�. Cum on over and let me rub ur entire body with a happy ending....got a buddy, bro, bf bring em with ya! You MUST send at least body pics before I give address.
",,providence,,,,,,,,
http://providence.craigslist.org/cas/5437383637.html,I Want To Play With Your Tits - m4w,"
I'm looking for a girl who wants me to fondle, suck, bite, fuck and cum on her tits. If you're up for that kind of fun, get back to me.

To weed out spam, put your bra size in the subject line. You can include a pic if you like too. 

Looking forward to having some fun.
",44,providence,,,,,,,,
http://providence.craigslist.org/cas/5437385295.html,SEEKING A BLACK CUCKOLD - mw4m,"
I have had this fantasy for awhile now and want to finally see and live it out. I'm seeking a black cuckold. Don't want a bull, Dom guy but a guy who will let my white bitch of a man suck you. Hopefully you understand this since many on here seem to not have the most brains lol. I like non smokers, clean, decent shape. Like a guy with tattoos but you also don't need to have them. It's just an added bonus along with the bad boy look. Muscular can be a bonus as well along with length or extreme girth. How I love the feeling of being filled. Please be shaven or trimmed down there. Photo is a must when responding please. This is also not for tonight but in the next week or so and will take place on a Saturday night. Again in case you missed it I repeat not for tonight or tomorrow.
",,providence,,,,,,,,
http://providence.craigslist.org/cas/5427136313.html,sissy slave looking to be trained,"
Good morning to everyone

I am a cross-dressing sissy slut. I am 52 with brown hair and eyes 5' 8"" 190 lbs. I am pierced and Tattooed. I try to keep by body shaved but can always use some help to keep it that way. I am into many things and looking to talk to either a MALE or FEMALE or a COUPLE MALE/ MALE or FEMALE / MALE or FEMALE/ FEMALE that wants to help the female in me come out and teach me mold me shape me to become their sissy slave a truly submissive sissy slave
into many fetishes and kink willing to try anything at least once

I CAN NOT HOST SO MUST TRAVEL OR MEET AT A SAFE PLACE

i would like to talk to someone and see if me can make this happen
please reply to add if you are interested and want to know more
to weed out spam please put in the subject line "" MY SISSY SLAVE""
thank you and i await your response
",52,providence,single,average,♑ capricorn,,,,brown,
